asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,title
B0000WZWSI,"[6, 7]",4,"This phone was purchased with the T-Mobile plan to replace a Nokia phone with AT&amp;T.  I changed phones and service because my old phone could not get reception inside of buildings.  I chose the V300 due to the external antennae.  I have had the phone for two weeks now and I have been very pleased.  The reception is a bit tinny sometimes, but overall I have not had any problems with dropped calls.I text message quite frequently and the phone offers you two choices for writing your text.  The first is an intuitive text entry method where the phone guesses the words that you are trying to type and displays them on the screen for you to choose.  This method is supposed to save time, but I have not yet gotten the hang of it.  The second method is the tried and true press each button for each letter method.  My only problem with the phone is that the buttons are not the same shape and are spaced apart which makes text messaging a bit trickier at first.  Plus the numbers and letters which are written on the buttons are very light and I often have to shift the angle of the phone in order just to read the buttons.  The light text might also be an issue for someone with vision problems.Overall, I would recommend this phone.  The only reason why I gave it four stars instead of five is because I think that Motorola needs to darken the text on the buttons for those users who like to text message or who have vision problems.","04 24, 2004",ACHTDPEQYSEQL,mhnstr,"Great Phone, Light Buttons",1082764800,Iacocca: An Autobiography
B000227PL8,"[1, 1]",5,"I have bought other USB hubs in the past, and they all failed. plugging in 2 powered devices would make them not work.This USB Hub I have 4 usb powered hard drives and an external DVD burner plugged in and they all work without any problems! This is one of the best Hubs I have found.","03 15, 2013",A2P68VRKQMYBDE,Aceforall,Finally a good Hub!,1363305600,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[0, 0]",5,This usb port is sleek and functional. It is plug and play. It even come with its own power supply in case you have power hungry peripherals. Even though it works fine for me without its own power supply I chose to use it as recommended by the manufacturer. It comes with a lifetime warranty. I have a CyperPower UPS that has been very reliable and I expect this little Cyber wonder to be nothing less.,"02 23, 2010",AKU18EGFF6G02,Amazon Customer,Cyber Sleek Gadget,1266883200,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[6, 9]",1,"It's a nice-looking product. It seems like I would have liked it. But...My unit had an electrical problem. I connected two portable external hard drives, one powered external hard drive, a printer, an external DVD+-RW drive, a mouse and a keyboard. Then I plugged it in.First I noticed my mouse didn't work. So I unplugged it and plugged in another one. ""That's strange, that one doesn't work either,"" I thought. ""Hmmm, and what's that smell?""  Turns out, that smell was a hard drive frying.  Once I figured that out I unplugged everything and waited.After a few hours, when I figured everything would have cooled down, I started testing my devices.  One portable external drive still ""sort of"" works. I can see most of the file structure but copying attempts fail. The powered external hard drive mostly worked for a couple days and then quit. One portable hard drive never worked again. The optical drive still works, occasionally, but typically won't boot. Occasionally the printer works. The mice never worked again. And the keyboard was fine.  Everything's been tested on 3 different PC systems and 1 Linux system.The worst part? Those were my redundant data storage. I lost everything.","02 27, 2011",A2UXYK1JXAN35J,"Amazon Customer ""LGBTQQI Health IT""",Caused me to lose all of my data,1298764800,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[2, 2]",4,"Over 100 reviews all rate theCyberPower High-Speed 7-Port USB Huba good to excellent product for adding usb devices to your PC, Mac; desktop or laptop.  I don't disagree. I think it works as promised, and is well-built by a reputable company that backs its product with a lifetime warranty. I like the solid base and the layout of the device. It's powered (AC) and adds 7-ports to all my computers with plug-and-play compatibility. No driver disc or software to mess with is great.  Mine is already full and it makes me wonder why I waited so long to get it; swapping things out instead of using a hub.So what's wrong with it?  I give this product a 4-star rating only because I can't shut off the blue power light, which is so bright, it illuminates my home office as well as any night-light! Since the room doubles as our guest room, it would be great to be able to shut off that light without unplugging the device.","12 29, 2009",A12DQZKRKTNF5E,Andrea Polk,"Helpful, Solid Addition to Computer, but Bright Blue Light Tough to Ignore",1262044800,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[1, 1]",5,"I had more USB adapters then I knew what to do with.  Enter the cyberpower 7 port hub... I am very pleased with it.  I'm not a techy, just an every day computer user.  I use my hub with my iMAC and it works seamlessly, have had no issues.  I bought another for a friend and she is pleased as well.  Like I said, it does what it says it will do with little effort, and works quite well for the technically challenged.","08 9, 2009",A1047EDJ84IMAS,"Bea ""book addict""",Very Happy,1249776000,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[1, 1]",5,"Okay, this little guy ROCKS!  When plugged in to an outlet, it will support 2 HDDs, a external ODD, and a printer with no issues.  Also, during a move I misplaced my power cord, so I called up the company... WOW, for free, the NEXT DAY, they shipped me out a replacement.  I would DEF. buy from them again, and will use more of these as the need arises.Also, it's been quite some time now since the purchase (over a year) and it works perfectly like the day I got it.","06 18, 2012",A33RAJU0FDA0S3,Blake A. Miller,AMAZING!  CUSTOMER SERVICE INCREDIBLE!,1339977600,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[18, 20]",5,"i have use this product for 6 months it does a great job, the dlink i used on another system kept losing connection in the middle of transfers i threw it away, this one works.i use lots of usb devices and i have TWO of these on ONE computer and they work fantastic.  when i copy movies to my personal video player from my network hard drives these never fail.  the other ones would stop sending packets in the middle of a trasfer. i have 2 printers, 2 scanners, video capture, mouse, and keyboard, tv, external hard drives, 2 flash card readers, docking for sandisk mpeg player, docking for ipod player, external game system for updating firmware, wacom drawing board for adobe cs3, and other attachments i hook on and off.  these hubs always works.downside, ive had to learn the tricks of windows xp on keeping track of drive letters and changing them around, there are third party programs that i have tried but i'd rather use disk manager and do it myself.you will need to do a little cable management because the unit is small and the volume of cables attached to it can physically push it around, but some cable ties or electrical take easily takes care of the problem.","02 19, 2008",AZMOM619PTO5B,"Carryit ""Not much to say""",buy this one,1203379200,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[2, 2]",5,"I really like this hub.  I have an Acer One Netbook, and I use this hub to power my cd/dvd external drive, my laptop cooler pad, and my 1tb external hard drive.  My cooler pad also has a few usb ports, and I have a 4-in-1 memory card reader plugged into that.  Everything works fine.  Sometimes I have to unplug my cd/dvd drive to get the netbook to read it properly.  I had that same problem with another hub though, so I think it's the drive.  It works more often with this hub than with my other though.This is very small.  The main picture makes it look huge, but it's really palm sized. I took it with me on vacation, and it fit just fine in the carry-on.  You don't need to keep the stand on it.I also like the one port in the front for when I need to plug in a usb drive.","03 11, 2009",A35X2JJI49OBZP,"C. Bayne ""katluvr_1""",Works wonderfully,1236729600,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
B000227PL8,"[0, 0]",5,"I use this hub with my Mac and it is great. I just plugged into my USB port on my MacBook Pro and have never had a problem with it. You can optionally power the device with the included AC Adapter, which lights up a bunch of green lights and one brilliant blue light at the top of the green lights. This blue light is extremely bright for its size and may need to be covered if you are sleeping in the same room with it. I have plenty of open slots for additional devices. If you are using this device vertically in the stand there is a front USB slot for you to attach your flash drive without any effort. Everything (at least with a Mac) is recognized and ready to go once it is plugged in. I would highly recommend this hub - you can't find anything as nice for the price that is powered.","07 23, 2009",A4U27URFECK1U,"Chris Damon ""Classic TV & Tech Guy""",small and handy with a blue beacon,1248307200,"Cyberpower CP-H420P USB Hub, 4-Port, USB 2.0, 480Mbps, 1.1/2.0 Compatible, PC/MAC PlugNPlay"
